,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
23,1p3RZNCZRNeZVDCPfTlnEU,Nacho;Noriel,Halloween 2022 Perreo Vol. 3,Emborráchate,0,207800,False,0.772,0.843,8,-4.645,0,0.0481,0.0204,7.03e-06,0.0885,0.822,104.992,4,latino
24,1s70cjkrdj9lpEeQQlmS9l,iamjakehill,Spectrum,Die a King,69,169061,True,0.632,0.946,0,-2.784,0,0.277,0.192,0.0,0.495,0.324,125.061,3,emo
25,7cUHFTxJhxtZ5tpY34SMRw,Sabaton,The War to End All Wars,Stormtroopers,66,236000,False,0.515,0.992,7,-6.32,1,0.08,0.0011,6.86e-06,0.382,0.112,122.017,4,swedish
26,3ATTuBWIVpLLNRwevALLIA,José Carreras,Stille Nacht - Die schönsten Weihnachtslieder,Stille Nacht (Silent Night),0,218933,False,0.213,0.27,1,-9.497,1,0.0309,0.978,0.901,0.181,0.165,71.8,3,opera
27,5Op3wFn328uL17aJUIGJx3,Fiji Blue,Space Makes Me Sad,Space Makes Me Sad,57,136419,False,0.557,0.429,6,-10.266,1,0.189,0.387,0.000478,0.192,0.596,90.574,4,chill
28,7FNClArpU0MQIIkAU5VSwh,Daddy Yankee;Bad Bunny,Reggaeton Mix Perreito,Vuelve,5,279613,False,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.025,4,latino
29,21TKHZHZb4FWeJJjPYFqPb,The Temptations,A Very 70s Christmas,Let It Snow,0,215480,False,0.452,0.457,0,-9.66,1,0.0287,0.28,3.59e-05,0.127,0.286,128.518,4,soul
30,1uM9MucJX0ztob8h3XFakX,Bailey Zimmerman,Single Saturday Night - Country Songs,Fall in Love,0,232058,False,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,4,country
31,5c4QFGSOtkcFHpv0GYmKaq,Clawfinger,Zeros & Heroes (Limited Edition),Zeros & Heroes,25,250160,False,0.616,0.964,10,-5.398,1,0.0885,0.00113,3.29e-06,0.414,0.364,129.986,4,industrial
32,0jITcEb8CakOxxq7M05VDM,AKB48,Team A 2nd stage 「会いたかった」 〜studio recordings コレクション〜,渚のCHERRY(チームA Ver.),20,227960,False,0.575,0.964,7,-3.689,1,0.129,0.406,0.000472,0.391,0.785,149.979,3,j-idol
33,5XS9d7sdxx9R4AkxVYRAXz,Vitor Fernandes,Piseiro Atualizado,Eu tô solteiro,37,145953,False,0.717,0.847,11,-3.864,1,0.0388,0.767,0.000282,0.214,0.764,152.005,4,forro
34,50vziqQ4v5QpjQvZbPlr0b,Cheap Trick,At Budokan,"Goodnight - Live at Nippon Budokan, Tokyo, JPN - April 1978",24,188840,False,0.183,0.971,2,-8.727,1,0.375,0.00756,0.245,0.943,0.0767,162.563,4,power-pop
35,5dLorNapNrniGWYit4Gfgl,Gerson Rufino,Enquanto Falam de Mim,Ele Me Encontrou,38,227306,False,0.435,0.779,4,-2.983,1,0.0439,0.31,0.0,0.258,0.566,203.92,4,gospel
36,4dBa8T7oDV9WvGr7kVS4Ez,Panic! At The Disco,Pop n' Fresh,Don't Let the Light Go Out,0,229517,False,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,rock
37,5jiV53HABsmPO0y0138jwf,The Steeldrivers,The Muscle Shoals Recordings,Hangin’ Around,39,171506,False,0.487,0.558,7,-8.793,1,0.0289,0.539,5.12e-06,0.308,0.668,93.959,4,bluegrass
38,0DDkW8j34M5hvxj79uGmK7,Frankie Avalon,Greatest Hits,Venus,29,143493,False,0.558,0.483,10,-10.229,1,0.0291,0.732,2.76e-05,0.131,0.745,115.184,4,rock-n-roll
39,6qdfVM39Qw0vWxrIKaghYL,Max Enforcer,Blockbusters (Emporium Anthem 2018),Blockbusters (Emporium Anthem 2018),20,268800,False,0.506,0.947,0,-3.005,0,0.08,0.00601,0.00282,0.295,0.236,150.022,4,hardstyle
40,10lP5x0csV13P1aZyLYADs,Simple Plan,Get Your Heart On! (Deluxe Edition),Last One Standing,55,207293,False,0.498,0.969,9,-3.662,1,0.0747,0.000473,0.000369,0.0627,0.509,167.116,4,punk
41,6VJPFl2Jf1tnGhwaTgv04v,Raghu Dixit;Benny Dayal,Koode,Paranne,46,258088,False,0.717,0.743,10,-9.092,1,0.0439,0.184,0.000771,0.0984,0.46,135.963,4,folk
42,3Qvp6nDPHp70nejdyYR4Nw,Arijit Anand,Shor,Shor,48,226980,False,0.623,0.195,11,-11.463,1,0.0287,0.868,1.71e-06,0.087,0.16,70.005,4,songwriter
43,5kf27BqmZG25H7Jy0XEsZp,alva noto;Ryuichi Sakamoto;Ensemble Modern,Utp_,Grains,12,384000,False,0.219,0.0882,10,-28.521,1,0.0393,0.811,0.912,0.1,0.0313,113.624,5,idm
44,2EAG3XUJ3KfS2pY4r57Gov,Vika Tsyganova,"Романсы, Часть 1",Накрыла Осень,9,247640,False,0.497,0.337,11,-10.201,0,0.0299,0.382,4.14e-06,0.323,0.179,142.128,3,romance
45,2FsrKLHO91CaT8vvY85DD6,Gin Lee,beGin,月球下的人,49,283906,False,0.633,0.372,0,-8.877,1,0.0284,0.838,0.0,0.0975,0.489,105.998,4,mandopop
46,0brr7nMLlnuH36z24rVELv,I Quu,Haitian Gal,Haitian Gal,35,184840,False,0.782,0.753,10,-7.784,0,0.0372,0.308,7.65e-06,0.0664,0.449,130.122,4,j-dance
47,0FcugfDDQLytPUHZemedU5,Seiko Matsuda,Candy,四月のラブレター,28,184320,False,0.742,0.757,10,-5.33,1,0.0333,0.232,0.0,0.16,0.614,120.12,4,j-idol
48,07nH4ifBxUB4lZcsf44Brn,Calvin Harris;John Newman,Motion,Blame (feat. John Newman),76,212960,False,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,4,electro
49,1yG0BcaTX8lf9s1HisMeAL,Perikles;Anna Hertzman,Heta pojkars flickor,Jag kan inte andas utan dej,33,217160,False,0.548,0.632,7,-5.936,1,0.0249,0.582,0.0,0.111,0.481,89.986,4,ska
50,1D2Iygsy0wXVAZaM1W8ds4,Lianne La Havas,Low-Key Hits,Lost & Found,0,267746,False,0.517,0.349,2,-11.527,0,0.0356,0.818,1.04e-06,0.123,0.142,134.058,4,british
51,1fe2oJhzOglfQDJVr8JxQJ,Queen Wei,所謂如昀,我們沒有再見,24,223850,False,0.295,0.374,10,-9.935,1,0.0309,0.686,3.24e-06,0.0678,0.128,143.96,4,mandopop
52,6ndj9mwGI2t50WWLPwLzIM,Zach Bryan,Finest Country,Heavy Eyes,0,190780,False,0.471,0.912,5,-3.032,1,0.0724,0.032,0.0,0.343,0.613,139.667,4,country
53,6Q32Vkucx2qeuVyBd3NiFZ,HOTEI,Kill Bill Vol. 1 Original Soundtrack (PA Version),Battle Without Honor Or Humanity,52,148840,False,0.704,0.844,4,-5.088,1,0.0507,0.00173,0.905,0.0599,0.669,94.699,4,j-rock
54,6Vge3nNI6cQMkjjPcqF3P0,Malú;Antonio Orozco,Éxitos del Pop en Español de los Años 2000,Devuelveme la Vida (with Antonio Orozco),0,243106,False,0.631,0.512,2,-5.229,0,0.0278,0.72,0.0,0.099,0.23,80.797,4,spanish
55,2rg5wrJAvnqqrYs501kWmw,Raimundos;Oriente,Acústico - Ao Vivo,Dubmundos - Ao Vivo | Acústico,35,311893,False,0.607,0.904,1,-3.476,1,0.068,0.414,0.0,0.435,0.789,97.052,4,punk-rock
56,570G8ZsdEXbIQXBqhrcjG2,Noda de Caju,Pétalas Neon,Pétalas Neon,44,203493,False,0.566,0.655,4,-5.972,1,0.0378,0.484,0.0,0.139,0.36,91.973,4,forro
57,6lJlTo7SiDlG4DpyovUgyF,Mortician,House By the Cemetary / Mortal Massacre,Hacked Up for Barbeque,13,173826,False,0.128,0.676,11,-12.238,0,0.0537,0.000724,0.958,0.184,0.137,86.563,4,grindcore
58,5Z7P7KAbtSRqGAg5t44PI4,Vanilda Bordieri;Leandro Borges,Depois dos Quarenta,Tudo Sobre Mim,38,242641,False,0.585,0.382,4,-6.81,1,0.0369,0.645,0.0,0.258,0.169,61.113,4,gospel
59,5zd5E997WvnVztMHoO5BM3,The Party Cats,Kids Theme Songs,Paw Patrol Opening Theme,0,147091,False,0.729,0.84,2,-7.395,1,0.0274,0.0162,0.0,0.0761,0.771,109.976,4,kids
60,1voq70uyXy4i3S1oJP48Hs,Rita Lee;Roberto De Carvalho,Babilônia,Jardins Da Babilônia,41,190960,False,0.618,0.701,0,-11.905,1,0.0611,0.072,0.0,0.0627,0.889,124.449,4,mpb
61,1WuFpp3mlforqroiPTriiM,The Prodigy,Spitfire,Spitfire - Future Funk Squad's 'Dogfight' Mix,13,447266,False,0.642,0.963,1,-3.448,1,0.0419,0.000215,0.708,0.875,0.758,130.024,4,breakbeat
62,0pz2M8f78gt3rwgWmbpOX3,Andrés Calamaro,Andres,Mi gin tonic,44,172466,False,0.703,0.82,7,-7.121,1,0.0272,0.0496,0.0,0.094,0.934,119.993,4,alt-rock
63,2yqVwgPoCzIwbRjrVmfFWW,The Sleep Diaries,Lullaby Versions of Disney Classics,"Remember Me (from ""Coco"")",18,175000,False,0.414,0.0153,2,-26.892,1,0.0428,0.981,0.933,0.0857,0.066,77.399,4,disney
64,2vg8iuTWpyuPqoTYSe3t69,Osvaldo Pugliese;Alberto Morán,Desde el alma,La Noche Que Me Esperes,16,143413,False,0.396,0.465,5,-8.557,0,0.0369,0.954,7.37e-05,0.192,0.574,104.122,3,tango
65,2epbL7s3RFV81K5UhTgZje,Fools Garden,Dish of the Day,Lemon Tree,39,191026,False,0.663,0.477,1,-8.839,1,0.0414,0.644,0.0,0.122,0.643,143.173,4,german
66,1WEToeRWLqfsufm2ZpMiij,Flamman & Abraxas,Hondo,Hondo,28,98384,False,0.597,0.928,3,-8.626,0,0.034,0.000821,0.798,0.308,0.843,139.084,4,techno
67,5RWO5sai1C3Vprd2E0Msb2,Rotersand,1023,Lost,22,305106,False,0.481,0.977,4,-4.777,0,0.0712,0.00685,0.116,0.459,0.23,126.003,4,industrial
68,3LaQzvfIetBWdtIV0JoBwF,J Balvin;Bad Bunny;Mr Eazi,Feliz Cumpleaños con Perreo,COMO UN BEBÉ,5,218826,False,0.825,0.807,6,-5.753,1,0.095,0.0741,4.79e-06,0.138,0.816,103.053,4,reggaeton
69,1FTCA6wQwulQFokDddKE68,The Beatles,Abbey Road (Remastered),Polythene Pam - Remastered 2009,55,72640,False,0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,4,british
70,4Pqw6z0vsDvGeuxFmSorBN,The Police,Anthems for Witches 2022,Behind My Camel - Remastered 2003,0,173600,False,0.509,0.326,0,-9.59,0,0.0254,0.0618,0.805,0.293,0.229,86.829,4,rock
71,2B7RVALbwFp9H5CJTanJMj,Asspera,Garcha2 X To2 La2,Pandemierda (Kornvid 19),24,407721,True,0.61,0.75,5,-5.136,1,0.0392,0.000315,0.182,0.15,0.155,139.97,4,heavy-metal
72,2ljQ69dbtXbM1NfH8bDOcj,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Wieża Bruna,20,52466,False,0.165,0.058,0,-28.367,1,0.0474,0.793,0.892,0.143,0.0343,147.948,3,disney
73,39K1B9yIdTCgwm25z4GYId,DRAY,Remember,Remember,57,188951,False,0.436,0.874,5,-7.068,0,0.0495,0.00872,0.539,0.172,0.524,124.058,4,groove
74,2mQMVfhQFNACyM24qbrXl5,Stevie Wonder,pov: you bake cookies,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk
75,08WLYptwEeNak4i7S32gh7,KLOUD;Gabriel Paris,LOVE ME,LOVE ME,50,204705,False,0.587,0.902,8,-2.506,1,0.049,0.0336,0.000112,0.1,0.0878,102.029,4,club
76,3qnTTdL45dvrl5j0MRrXza,Sam Smith,Weihnachtspop 2022,The Lighthouse Keeper,0,247493,False,0.394,0.17,0,-10.368,1,0.0451,0.889,0.0,0.105,0.315,130.721,3,pop
77,0gyEvIwVxouwmXCiHb2D0l,"Andrew Lloyd Webber;Cast Of ""The Phantom Of The Opera"" Motion Picture",The Phantom Of The Opera (Original Motion Picture Soundtrack / Deluxe Edition),Notes? / Prima Donna,31,604293,False,0.376,0.217,5,-18.249,1,0.149,0.843,0.0,0.365,0.342,80.439,4,show-tunes
78,4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,Meteora,Faint,77,162600,False,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,4,grunge
79,1lHJDa7IGCYwjf10VcmvFb,Mumuzinho,Eu Mereço Ser Feliz (Ao Vivo),Eu Mereço Ser Feliz - Ao Vivo,41,194090,False,0.663,0.818,5,-6.107,1,0.0537,0.585,0.0,0.916,0.908,106.1,4,pagode
80,77de7UFAcTyK9eiYW8VUZp,Jahshii;Moonskull;Harlem Richard$;DJ Hella HIGH,Put It Pon Mi,Put It Pon Mi,24,212480,True,0.865,0.513,9,-8.477,0,0.0713,0.176,3.81e-05,0.066,0.564,104.998,4,j-dance
81,53rqZwcMhjXuXDy1IxRi22,Ella Fitzgerald,Holidays Are Coming,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues
82,0WyVlxsJFTUXXmZbal1lBT,Mathan;Naven,Intha Vechiko,Playgirl,26,323633,False,0.455,0.772,0,-9.049,1,0.0919,0.452,1.98e-05,0.0305,0.963,67.49,4,malay
83,3kr9Ok89KUZsSi5jxC0rUw,Vadim Kozin,Вадим Козин. 20 золотых песен,Тучи над городом встали…,1,157000,False,0.383,0.242,2,-14.344,0,0.118,0.996,0.0709,0.372,0.72,175.607,4,romance
84,6SNGzhVrisdq63Ndz58ovT,Nujabes,Luv(sic) Hexalogy,Luv (sic),59,286320,False,0.906,0.677,1,-5.558,1,0.215,0.437,0.0272,0.652,0.869,93.016,4,chill
85,3nIlBeSIVnDbWFO3mExxV2,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",FOOL'S GOLD,60,149843,False,0.662,0.525,6,-8.546,0,0.0341,0.281,0.0,0.199,0.577,133.937,4,sad
86,0fmgOwkb9AwgzXhYVSZRDs,Carlos Baute,Baute,Te regalo,63,169720,False,0.713,0.699,6,-6.426,1,0.0376,0.533,0.0,0.112,0.753,100.079,4,spanish
87,0yeRlkCcKpaN6ESK64w3kn,Trolls;Thomas Karallus;Lena Meyer-Landrut;Mark Forster;Friederike Walke;Kerstin Sanders-Dornseif;Nic Romm;Robert Griesbach;Jan-David Rönfeldt;Rubina Nath;Bastian Sierich;Maximiliane Häcke;Bianca Krahl;Patrick Bach;Leonhard Mahlich;Timmo Niesner;Helmut Gauß;Marius Clarén,Trolls (Das Original-Hörspiel zum Kinofilm),Trolls - Teil 3,25,186119,False,0.691,0.32,2,-12.514,1,0.918,0.723,0.0,0.59,0.632,80.449,3,garage
88,5UbJD3lat3SVDDBXmf8gLc,Dragonette;Sunnery James & Ryan Marciano;Cat Dealers;Bruno Martini,Summer Thing,Summer Thing,57,149487,False,0.768,0.649,0,-8.508,0,0.0304,0.107,0.0202,0.133,0.36,122.009,4,synth-pop
89,4PACAdF8q4Xx1pzQ5shHCz,Kelman Duran,TOMA,TOMA,19,132000,False,0.85,0.312,5,-7.764,0,0.0649,0.102,0.552,0.082,0.147,100.001,4,club
90,0bt6PVHT4Z4AfZLOpGtVi2,Linkin Park,Minutes to Midnight,In Pieces,48,218013,False,0.508,0.886,8,-6.074,1,0.0408,0.009,2.13e-06,0.136,0.79,160.11,4,metal
91,5TfzQLpqWXar5tkXcuKOP2,John Lindberg Trio,Straight from the Heart,This Is What You Get,30,160143,False,0.554,0.948,0,-4.804,1,0.0431,0.295,0.000995,0.131,0.398,81.478,4,rockabilly
92,3VTQ6Fl09GsFonGJiukMTE,Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,La Cumparsita,16,132600,False,0.687,0.46,8,-6.536,0,0.0785,0.985,0.0,0.048,0.799,137.994,4,tango
93,0aXJCSVfxcelUqmFhlUNeN,Håkan Hellström,Hon är en runaway,Hon är en runaway,27,289560,False,0.42,0.786,0,-5.28,1,0.0337,0.00209,2.7e-05,0.143,0.687,120.083,4,goth
94,0DM5LkIfpRZFD8EK5So5sp,Leo Sayer,The Show Must Go On: The Leo Sayer Anthology,When I Need You - Remastered,57,251733,False,0.585,0.197,10,-16.459,0,0.0434,0.724,3.56e-06,0.223,0.164,109.779,3,disco
95,4BA7H9xuWihNvaZmdH99gd,EGOIST,Extra terrestrial Biological Entities,Departures 〜あなたにおくるアイの歌〜,41,255013,False,0.47,0.426,2,-8.187,1,0.0304,0.5,0.0,0.0747,0.264,143.95,4,anime
96,6Wbih8MPwF1l9Rkf3Om1FZ,The Doors,The Doors (Original Soundtrack Recording),Love Street,26,171986,False,0.706,0.321,9,-14.134,0,0.0365,0.818,4.67e-05,0.0952,0.46,118.662,4,psych-rock
97,1oi7QvpgDkBFTROce7LkB8,Giacomo Puccini;Kiri Te Kanawa;London Philharmonic Orchestra;Sir John Pritchard,A Room With A View,O Mio Babbino Caro,49,150133,False,0.246,0.125,8,-17.825,1,0.0431,0.985,0.000112,0.262,0.076,111.735,4,opera
98,4MxEz4tMqi8ceBMWMGo5A2,Jacob's Piano,"For the Love of a Princess / Hymn to the Sea / Wallace Courts Murron (Music from the Original Motion Pictures ""Braveheart"" and ""Titanic"")","For the Love of a Princess / Hymn to the Sea / Wallace Courts Murron (Music from the Original Motion Pictures ""Braveheart"" and ""Titanic"")",45,387428,False,0.307,0.0253,9,-23.873,0,0.0449,0.991,0.932,0.106,0.0803,65.502,4,piano
99,7behMMmmyTzM0MGfMwiq5Z,GhostDragon;Daye,re-collide,re-collide,41,168000,False,0.486,0.67,1,-9.348,1,0.0417,0.0245,0.000175,0.576,0.238,145.031,4,dubstep
100,1cPfKp9ThNZ1fez9itmUMN,Emma Watson;Luke Evans;Ensemble - Beauty and the Beast,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Belle,64,333265,False,0.524,0.504,7,-7.641,1,0.05,0.82,0.0,0.0817,0.327,123.66,4,disney
101,7p6ZGUXjUe0ctAu5RNnghu,Chuck Berry,Pulp Fiction (Music From The Motion Picture),You Never Can Tell,46,161453,False,0.581,0.687,7,-14.152,1,0.15,0.694,7.05e-05,0.305,0.892,157.291,4,rock-n-roll
102,0xsbEfKgnxpXs1IRAbEnUY,DSM,Nowruz,Nowruz,0,259970,False,0.236,0.0463,0,-26.831,0,0.042,0.927,0.815,0.103,0.0325,121.532,3,iranian
103,10tWekrcBpZ8Nh3vHZxYJY,Ravyn Lenae,The Look - R&B Feels,Venom,0,209186,False,0.684,0.583,0,-5.058,1,0.0333,0.00348,0.398,0.114,0.716,135.011,4,soul
104,0h20ZtzbQa7H9YzfYvV8pd,Armored Dawn,Tides,Tides,53,244808,False,0.444,0.97,10,-3.638,0,0.11,1.2e-05,0.211,0.171,0.235,170.014,4,metal
105,4xAmbn7xiy6wGOs4oaxv70,Ghost,IMPERA,Call Me Little Sunshine,72,284266,False,0.566,0.871,5,-4.833,1,0.0311,0.000674,0.00144,0.107,0.41,88.012,4,metal
106,2maVHH9BdO7RAmhRyDEiVq,Danny Chan,陳百強突破精選,突破,20,160200,False,0.585,0.447,7,-8.246,0,0.0267,0.576,0.0,0.095,0.619,132.884,4,cantopop
107,3qLOC0YV0fWgZ9VTlSKbmU,Norah Jones,Weihnachten Musik,Christmas Don't Be Late,0,160293,False,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,jazz
108,3QuTjdvO97WyN5N0MzovJA,Moonspell,Night Eternal (Extended Version),Shadow Sun,17,262880,False,0.394,0.776,7,-8.61,1,0.0377,8.43e-05,0.776,0.108,0.215,160.105,1,black-metal
109,7qDP0W2eaxIMvbcsYW7T56,Carcass,Necroticism - Descanting the Insalubrious,Carneous Cacoffiny,17,403493,True,0.223,0.897,9,-11.907,1,0.0971,8.42e-06,0.191,0.131,0.221,95.002,4,grindcore
110,0Eh0C7rpC5E0sPy4OcLdsq,理想混蛋,關掉 / 打開,我就想你,55,204437,False,0.501,0.462,7,-7.102,1,0.0726,0.186,0.0,0.418,0.585,82.513,4,mandopop
111,2ro1sG8VxOVYfYiRHrZ5CD,Lizzo,All Bops,Grrrls,0,121112,True,0.889,0.449,0,-7.63,1,0.293,0.0313,0.0,0.0581,0.911,137.941,4,hip-hop
112,4OvmpueFGgjSLvqRu6vLhD,Humberto & Ronaldo,Hoje Eu Sonhei Com Você (Ao Vivo),Hoje Sonhei Com Você - Ao Vivo,47,227293,False,0.701,0.82,0,-4.499,1,0.0246,0.333,0.0,0.25,0.664,107.958,4,sertanejo
113,0UntXdPSzIklVRVudybVCC,Antonio Vivaldi;Gidon Kremer;Leslie Pearson;London Symphony Orchestra;Claudio Abbado,Klassische Weihnachtsmusik,"Violin Concerto in F Minor, Op. 8, No. 4, RV 297 ""L'inverno"": I. Allegro non molto",0,221653,False,0.434,0.162,5,-17.945,0,0.0452,0.846,0.138,0.108,0.159,147.626,4,classical
114,4n2H1hJD1zSbsiU8sioBi1,Georges Bizet;Roberto Alagna;Michel Plasson;Orchestre National Du Capitole De Toulouse,Bizet : Carmen,"Bizet: Carmen, WD 31, Act 2 Scene 5: No. 17b, Cantabile, ""La fleur que tu m'avais jetée"" (Don José)",23,225506,False,0.241,0.207,1,-16.353,1,0.0374,0.982,0.00226,0.114,0.0735,86.885,1,opera
115,5FnXpfVnx5bIza2T90Sqg0,Jhayco;Bad Bunny,Halloween 2022 Perreo Vol. 5,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,reggae
116,0Yi403m0JdG16Qgm5eYkL9,Mini Pop Kids,Mini Pop Kids 18,Toosie Slide,11,252146,False,0.744,0.723,6,-4.505,1,0.109,0.269,0.0,0.199,0.763,81.619,4,kids
117,0ViUlnRMrbmuzGyqWbJc0j,KOBUKURO,時の足音,時の足音,36,330013,False,0.546,0.485,6,-6.313,0,0.0243,0.5,0.0,0.148,0.425,81.522,4,j-rock
